## Torsion are defined with the following atomIDs:
# dihed1: ai= 4079 aj= 2050 ak= 2061 al= 2065
# dihed2: ai= 2062 aj= 2063 ak= 2052 al= 4080
# dihed3: ai= 2048 aj= 2057 ak= 2058 al= 2064
# dihed4: ai= 2060 aj= 2059 ak= 2049 al= 4078
# dihed5: ai= 2069 aj= 2067 ak= 2053 al= 4081
# dihed6: ai= 2067 aj= 2069 ak= 2054 al= 4082
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6
1308 -173.635 -154.355 -137.298  -21.194   23.675  -13.274
1309 -174.868 -104.629 -145.539    1.795   -7.425   -8.717
1310 -179.555 -116.154 -143.335    1.428  -38.918  -38.195
1311  169.959  162.257 -151.362   28.411    3.051  -41.788
1312  172.996  171.102 -143.261    5.861    5.279  -44.211
1313  172.822 -128.999 -144.722    1.220    8.031  -14.438
1314  177.213 -144.617 -136.546   25.178    7.796  -31.185
1315  166.954 -169.120 -139.234    8.729   18.780  -11.572
1316  176.602 -156.257 -137.932   21.479  -19.292  -26.029
1317  168.115  -13.186 -154.194    8.505  -38.759   -6.529
1318  179.572    4.404 -154.950   -5.498   28.286  -29.436
1319 -174.978   -4.445 -160.729    2.958   -8.339    2.251
1320  172.602  -43.414 -151.320    2.717   35.110  -25.486
1321 -178.857    3.378 -146.428   12.882   23.543  -23.036
1322  174.302  -20.850 -160.735  -10.181   19.724  -13.439
1323 -154.703  -10.391 -152.192    5.943    6.130  -24.970
1324 -176.306  -21.861 -146.802    1.037   -6.218   28.848
1325 -177.072  -21.794 -153.340  -17.456  -14.419   33.009
1326  173.140    7.928 -134.320    1.469   16.864    1.372
1327 -176.703   19.451 -148.624   -4.917    0.225   -0.549
1328 -178.449  -19.232 -157.297  -13.685    1.480   14.834
1329 -164.464  -30.650 -137.139    8.075    8.728   12.647
1330  173.390   14.373 -152.047   14.450    0.686  -22.771
1331  173.169   -5.377 -158.697   11.679   -0.528   15.247
1332  174.112  -23.462 -149.130   25.136   29.122   -4.248
1333 -167.515  -23.731 -156.450    0.716   -0.499   -7.456
1334 -150.317  -16.798 -132.878  -27.723   11.025    4.619
1335 -173.388  -24.768 -147.510   31.119    0.526  -18.682
1336  172.704  -34.785 -144.437   -1.826   20.995  -20.576
1337  169.690   -7.138 -148.082   -5.386  -12.501  -11.017
1338 -172.003   -0.077 -149.345  -19.596    8.982  -27.613
1339 -174.986  -19.626 -156.984   10.125   -0.876   -0.757
1340  178.446   -6.202 -165.126   13.106   13.521  -16.077
1341 -172.632   15.633 -160.511    9.178  -12.610   15.499
1342  171.269  -18.555 -154.354    0.136   16.243  -28.177
1343  170.818   -8.034 -139.376   -3.133   -0.957  -13.324
1344  167.237  -35.466 -131.727   27.714   -6.289  -40.934
1345 -133.535    3.911 -150.464    4.563   -5.074  -38.346
1346  176.604    0.449 -148.349    3.731    6.681  -17.890
1347  171.839  -20.689 -150.081  -13.729   16.027   -1.873
1348  179.872  -16.956 -136.755    1.405   -9.156  -16.082
1349  166.251  -21.756 -151.563   19.986   -5.468  -12.696
1350 -156.638  -14.517 -156.348   -3.742   17.813  -14.005
1351 -177.240    8.848 -145.054    8.512   -0.276  -29.770
1352  159.279  -14.281 -138.302   -0.075   21.348  -14.191
1353 -172.580  -14.507 -141.874   10.251    5.585    2.181
1354 -170.770    4.576 -153.102  -15.899   -2.525   -0.850
1355 -178.558   -5.126 -140.987   -6.652    3.339   19.803
1356 -175.788  -12.855 -149.630    8.191    6.728  -25.158
1357  173.006  -28.169 -156.686   -7.203   16.644   17.715
1358 -171.022  -12.166 -134.588    4.683   22.104  -33.171
1359 -171.040  -22.187 -151.252   -6.578  -23.882   -7.434
1360 -178.670  -60.580 -153.520   21.905   19.872  -23.485
1361 -166.211  -29.812 -133.342  -25.791   -1.327  -13.773
1362  175.579  -13.001 -141.350    0.553  -16.969   26.491
1363 -158.815  -27.794 -158.993   -8.420   26.189  -36.265
1364  178.145  -30.170 -150.678    5.097   -7.782   18.355
1365 -176.561  -34.069 -152.503   14.568  -23.244   13.957
1366 -161.591  -10.899 -149.023    2.975    7.741  -17.786
1367  168.258  -26.236 -134.730   -1.182    5.061    8.814
1368 -178.444  -42.073 -160.097    3.169  -11.774    6.159
1369  179.569  -18.537 -151.412   10.993    6.645  -36.303
1370  179.529  -27.858 -167.631  -18.213    3.182   -8.418
1371  170.160  -25.251 -148.476   21.202   -1.329  -38.063
1372  173.606    5.541 -149.523   -6.400   -0.470   -7.873
1373 -169.417  -10.577 -139.042   -3.377    5.611  -12.084
1374 -165.164    5.409 -149.075   -6.233   12.084   -7.783
1375 -174.368  -17.763 -142.750   -1.000   -2.830    2.443
1376  167.990  -21.836 -138.554   -4.907    0.660   -3.100
1377 -161.410  -32.900 -146.788    3.366    4.471  -41.144
1378  167.509  -22.003 -139.935    5.820   15.083    4.083
1379  171.206  -16.129 -115.475   16.860    8.902  169.282
1380  172.618   11.891 -153.377    4.213  -19.967   12.527
1381  177.210  -38.048 -141.591    8.244   -9.926   -3.478
1382 -168.117  -12.347 -130.701   11.665   -1.809  -11.552
1383  168.960  -14.838 -154.250   -0.672   18.345  -31.090
1384  176.317  -18.354 -145.048  -10.330    0.893  -13.453
1385 -172.445  -50.559 -150.064  -15.256   -8.527  -14.914
1386 -166.901  -35.375 -149.136   10.954  -13.204   -4.006
1387 -169.591   -1.461 -138.883    9.240   -6.074  -23.890
1388  156.417  -23.727 -147.600   -1.829  -20.920    0.393
1389 -158.162  -36.636 -133.032   17.049   12.617  -17.110
1390 -169.101  -43.020 -128.173  -23.109  -31.132   -4.338
1391  174.018  -22.084 -140.988   13.430    1.039   20.750
1392  178.809  -10.969 -143.242   23.464  -39.671  -25.071
1393 -174.253  -39.807 -129.653    0.234   -6.633  -12.918
1394 -176.273  -13.260 -125.270   -0.823    2.876    9.068
1395  170.850   40.539  -48.619  -13.292   25.343  -25.489
1396 -174.489   25.675  -49.014  -13.601    9.292   -8.232
1397 -178.148  166.761  -48.810   15.995   26.702  -12.836
1398  175.500  157.951  -52.835   -6.776   27.751  -10.844
1399 -171.748 -179.361  -45.854  -15.295   17.606   -4.157
1400 -176.723   27.483  -50.139   15.026   17.051  -19.480
1401  175.255   16.456  -52.264   28.105   37.635  -32.821
1402 -170.960   -5.734  -45.208   -1.027    3.329  -10.086
1403 -173.222 -179.246  -36.829   -1.013   -5.776  -12.217
1404 -173.129 -167.133  -39.123  -28.842   20.059  -21.386
1405  171.861  161.587  -52.001  -34.257   47.705    5.868
1406  160.213 -171.246  -48.922   -4.643  -10.747  -23.818
1407 -175.881  161.591  -51.944   24.734   30.366   -3.500
1408 -175.034    3.736  -57.589    3.352   24.219  -25.293
1409  167.827   12.864  -31.113   13.225    7.227   12.101
1410  178.906   -1.112  -43.247  -21.944   16.849   24.015
1411  171.410    9.466  -39.890  -19.142    0.711   -3.157
1412 -178.101    0.677  -21.451  -12.387   -5.258  -31.481
1413 -166.943  156.507  -46.249  -12.194   24.835   20.454
1414  178.572  176.934  -23.202   -7.595  -11.899   -9.093
1415  166.464  154.373  -32.087   29.186   10.527   24.617
1416  174.097    9.494  -46.521   -6.465   10.593  -13.870
1417 -176.824   -6.870  -43.640  -17.889   37.811   -3.296
1418  167.913    7.904   13.786    6.244    8.022   10.026
1419 -178.823 -179.812   29.341   -3.955  -19.559    3.926
1420 -163.389  175.182   50.211  -21.017  -10.807  -18.312
1421 -168.011 -172.583   44.652    8.944   -7.330    6.575
1422 -172.563   42.207   28.431   -9.877  -15.118   -9.849
1423 -169.965    7.001   38.624    6.698   37.951  -24.652
1424  178.873 -166.214   -4.253   21.441  -19.873   -2.074
1425  173.813  141.868   35.358   32.068   -9.959    5.635
1426 -171.401    9.826   44.462   16.648    3.241  -21.011
1427  168.775   20.064   22.060   30.980  -13.534   27.372
1428 -173.065   33.774   20.689   -0.337    6.985    1.298
1429  179.362  141.070   34.354    1.579    1.614  -13.196
1430 -175.104 -178.138   31.042    3.531  -15.948   21.690
1431  164.908  176.295   40.046    1.537  -29.535  -19.362
1432 -166.927  164.678   43.154   21.048    5.448  175.121
1433 -169.961  179.029   66.594   -6.055   35.651 -171.880
1434  172.374   19.952   52.524   14.730   32.587  176.129
1435  170.957    1.734   39.886   22.014   -6.746  173.870
1436  173.346   -0.274   27.264   11.235    2.537 -165.119
1437  177.329   13.569   50.865    8.801   -2.851  172.747
1438 -172.984    3.791   34.792   17.318    2.404 -156.170
1439 -176.460  147.988   28.412   10.511    8.908 -162.637
1440 -151.522   23.401   33.495   -6.636   19.477 -178.091
1441 -174.302  -14.652   20.938  -18.240   -9.212  166.655
1442 -177.848  175.447   43.828   28.007   -3.512 -176.708
1443  167.081  172.351   38.308  -18.811  -41.677  162.951
1444  179.083  167.329   39.880   17.345    2.640  167.153
1445  168.792  164.705   37.425    9.232   -2.131 -171.239
1446 -173.491 -177.291   39.821    1.989   32.173 -153.739
1447 -167.986  129.079   49.371   21.931   18.223  -16.122
1448  169.177  146.438  -11.070    0.254   -3.186   -4.020
1449 -161.963  179.065   31.531   10.989   18.389   -3.752
1450 -173.666  170.277  -18.760   14.344   14.873  -27.698
1451 -171.742  165.737  -33.287    8.644   -9.549 -148.620
1452  171.439   43.970  -30.484   23.133   32.022  -20.101
1453  179.974   13.162  -35.569   -8.936   12.577  -17.894
1454  176.351   -3.545  -31.043  -20.653   30.827    1.102
1455  170.862 -170.150  -33.698   -4.959    0.715   25.169
1456 -174.288   57.308  -35.349    1.955  -29.076  -10.526
1457  178.847   -5.178   -9.727    7.403   35.221  -26.908
1458  177.999   63.776  -37.298   10.361   -6.532   -2.097
1459  177.398  170.676  -32.244    6.507    8.739 -178.023
1460 -175.378  174.380  -41.247  -20.762    1.698 -168.590
1461  161.188  173.944  -25.095  -19.675  -10.216  -15.180
1462  166.840    8.648  -28.421    9.817   21.437   -6.936
1463 -166.831   46.882  -41.024   -5.426   14.692  -45.494
1464 -167.396 -179.590  -41.500   -9.372   32.679   -4.995
1465 -174.040   29.567  -29.762  -10.665   18.255  -16.385
1466  175.278  149.970  -27.858  -22.040   19.998  164.224
1467  173.024 -160.258  -34.765    4.477   36.664  178.857
1468  165.251 -163.976  -44.524   -8.781   32.653  160.230
1469 -174.417   23.898  -42.383  -16.244  -14.277  156.992
1470 -179.028   16.987  -18.513   21.111   -2.121  171.839
1471  162.812   17.717    8.461    1.626    4.442 -154.744
1472  165.547  158.850   27.828    8.042    7.124  156.701
1473  179.383  173.550  -43.080  171.040   23.380  172.967
1474 -177.249  172.211  -51.293  162.213  -12.448  170.317
1475  176.552 -177.759  -42.518   17.251   22.076  175.449
1476 -173.575   10.627  -30.501   11.087   20.362  165.619
1477  163.024  163.315  -26.000   93.590  -12.401 -167.200
1478 -168.538   40.170  -33.376  148.717   24.843 -177.259
1479 -172.813   25.600  -40.513  136.948    1.595 -178.763
1480  164.846  156.281  -45.256  167.476    4.131  156.583
1481  177.011 -173.439  -43.853  139.357   28.685  164.338
1482  176.343  171.743  -40.669  176.242   19.363  153.541
1483 -175.575    7.991  -17.238    0.837   39.083  175.017
1484 -175.229   60.279  -33.171    2.691   10.504    4.661
1485  178.265    7.585  -38.955   -2.775   48.784  -14.563
1486 -178.355  165.503  -26.025  -10.524   16.155   -0.292
1487 -175.953 -154.159  -40.199  -13.466   11.423  -32.846
1488 -172.321   11.921  -45.857  -15.823  -85.562   18.214
1489 -175.230   25.418   17.081   11.782   -8.525  -21.931
1490 -163.423    6.310  -20.425    3.072    8.671  -24.188
1491  176.035   17.319  -27.285    8.614   20.201    1.861
1492 -164.389    3.874  -36.405   -9.231   35.748  -26.586
1493  178.236    7.438  -33.375   -9.492   19.171  164.385
1494 -176.315  170.151  -29.873    8.129   29.149   -3.567
1495  178.628   40.121  -56.094  -16.803   52.940   44.683
1496 -175.431   14.597  -18.575   -4.021   17.097  -32.135
1497 -170.089   10.140  -45.435  -13.081   11.477   -8.920
1498  176.476   52.637  -52.344    4.444   26.791    3.312
1499 -173.921    7.313  -34.382  -15.809  -16.227   -5.314
1500  176.966    1.625  -32.723   -5.499   -7.975  -18.599
1501  176.921 -169.189  -34.080   -6.582   21.565   -4.673
1502 -175.390  164.404  -37.925   -5.245   27.591  -19.561
1503  177.085  151.692  -41.429  -19.145   20.781   -3.645
1504  168.187  178.804  -24.136  -21.302   18.202   -0.401
1505  179.851  175.436  -30.657   -5.866   26.968   18.938
1506  164.686  170.093  -30.725   26.797   15.429   -5.892
1507 -179.624  172.652  -42.237   16.872   11.651 -177.280
1508 -177.773   19.512  -29.532   -5.131   45.456  168.986
1509  164.185    7.997  -53.270  -19.890   22.766  156.685
1510 -179.008   34.761  -48.794   35.404   18.710 -163.594
1511 -174.757   49.580  -49.288   -6.579   12.218 -145.058
1512  178.760  -12.297  -45.199  -20.049   11.595  164.177
1513 -170.873  -24.233  -22.581   19.640   16.372  161.474
1514 -165.120   62.795  -30.721   -8.817   27.066  -13.103
1515  175.984 -155.988  -31.570   -3.313    2.892  -16.835
1516 -168.234  163.494  -34.659   -0.914   27.225  -23.485
1517  176.329   10.000  -26.641   -8.484   -2.932   39.022
1518  177.000 -170.820  -20.406  -48.230    4.004   32.695
1519 -175.395  166.312  -27.145  -20.068   -2.889   15.778
1520 -172.838  163.055  -48.648   17.620   26.643  -13.117
1521  173.452  174.876  -48.281   -1.751   41.122   28.705
1522 -179.654   19.835  -32.418   -0.519   -7.951    4.880
1523 -179.786 -171.928  -28.612   -9.410   19.123   20.625
1524 -172.624   -2.967  -21.213  -15.504   21.192   -9.072
1525 -175.342   26.106  -41.617  -35.723   -2.232  -24.463
1526  177.324    0.816  -38.748   -6.908   34.883   -7.402
1527  172.050 -177.280  -30.761    2.438   -4.140  -12.279
1528 -169.521  169.552  -44.207   20.707   10.212   14.625
1529 -173.307  175.517  -54.851   -2.265   18.721  -21.051
1530 -173.907   16.052  -31.358   -3.645   35.287  -16.053
1531  168.427   28.604  -40.559    2.020   -7.348  -17.754
1532  176.460   22.816  -34.693    7.400    6.337   11.269
1533 -179.168   -3.353  -29.892   -2.683    2.227  -14.488
1534 -167.871   29.505  -43.091   -2.072   21.566  -26.131
1535  174.879    1.745  -39.984  -13.822   12.728  -18.896
1536  178.426   41.511  -23.731  -31.784   22.768    1.793
1537 -175.658   11.145  -33.181  -10.565   23.197  -15.474
1538  158.938  157.553  -20.098   -3.252   15.516  -18.072
1539 -175.848   22.692  -40.075    8.883   14.230   16.494
1540 -177.182   17.850  -16.530   -6.741   30.780   15.392
1541  169.141   -9.894  -28.858   -3.018   26.458  -26.381
1542  168.742   32.442  -34.613    3.106   20.896  -19.395
1543  175.762   16.333  -41.423  -16.227    4.463   25.872
1544 -179.532    9.322  -35.501  -10.748   41.310  -38.860
1545 -168.576  179.291  -37.120  -15.419   -8.621   12.420
1546 -176.162  150.406  -35.694  -11.301   10.211  -23.750
1547  173.666  164.424  -34.566   -5.296   16.453    4.927
1548  179.195 -168.635  -46.581    1.588   36.275  -16.591
1549  177.019  174.383    3.244    9.455   36.472    1.861
1550  179.511  169.968  -47.125  -10.300   21.760  -10.321
1551 -179.571  172.184  -45.923   -3.276   13.970   -4.017
1552  166.493 -173.873  -62.396  -11.798   20.862    5.223
1553  166.071  169.768  -47.681   13.587    7.861    2.456
1554  158.391 -175.960  -37.725   33.478   14.401   21.500
1555  167.030 -177.217  -61.973   -2.567   43.636   30.269
1556  169.124  170.761  -69.361  -11.730   -4.306   -3.034
1557  155.804  150.550  -53.540   -6.861   21.728   44.941
1558 -177.022  151.899  -51.775  -18.786   10.819   -6.068
1559 -179.064  174.125  -40.568   54.831   17.704    3.912
1560 -164.714 -174.854  -58.321  -13.323   34.010    8.652
1561 -178.958   13.830   -8.221   -6.515    8.955  -24.098
1562 -171.248 -168.298  -36.373   10.492   43.553  -19.226
1563  174.066  179.927  -37.072  -19.647   38.701   28.361
1564 -169.315    6.576  -28.838    0.770   30.383  -18.286
1565  178.772   30.804  -30.735   -7.649   46.869   -0.916
1566 -169.528   15.631  -48.171   20.660    6.597  -20.865
1567  174.028   32.215  -21.458    7.715   13.030  -23.697
1568  161.572  178.369  -36.968   -6.379   -1.207  -29.272
1569 -168.287  169.157  -39.017   -2.619   29.720   -5.765
1570 -175.607  177.744  -49.987   20.749   37.808  -11.220
1571  175.422   31.313  -34.771    8.217   25.668  -33.943
1572 -179.189   16.968  -47.234   -6.161   28.010  -23.819
1573  175.919    5.208  -14.601   -1.651   41.190  -45.137
1574 -170.512   15.005  -48.689    4.759   11.497  -50.470
1575 -178.906 -165.935  -41.241    1.927   19.359  -34.373
1576  175.988 -145.464  -49.226   31.236   35.947  -30.407
1577 -168.690 -177.826  -27.717    1.593   16.602   -4.355
1578  179.127 -172.471  -49.950  -11.381    9.333   -8.663
1579 -176.563  165.015  -36.078   32.414    0.940   -9.418
1580 -179.123  175.691  -36.449   16.140   16.757 -143.861
1581  177.621  154.716  -46.202  -33.649   42.552 -130.845
1582  173.654  176.429  -55.666   -0.947   36.240 -168.400
1583  171.550 -148.991  -22.287   -6.622    1.949 -165.949
1584  177.620  -10.366  -39.881    7.485   12.106 -173.145
1585 -175.240   29.621  -18.833   56.257   10.587 -170.510
1586 -168.630  166.041  -21.577    1.201   31.039 -167.928
1587  173.820   -0.643  -32.964    3.347   17.226  161.011
1588  166.525  178.289  -52.669    8.676   -8.835  174.196
1589  179.158  165.417  -38.449    3.638    6.170 -155.422
1590  174.507  177.518  -44.896    9.986  -21.765 -175.611
1591 -159.116   56.808   29.294    1.756   20.410  178.141
1592  163.246 -168.833   42.826   -8.105    8.540 -157.386
1593  179.481  172.321   49.766    0.463   20.743 -177.060
1594 -169.371  128.458   62.265   -3.426   22.244  174.367
1595 -178.880   68.006   23.147  -19.349  -22.301 -152.015
1596 -179.945  166.081   45.426  -12.614  -53.006   19.070
1597 -163.709   12.527   40.513   28.481    2.101  -18.816
1598 -174.444  144.814   52.234    1.330    0.459   37.012
1599 -171.269   22.852   27.633  -12.420    1.560    9.309
1600  168.569    0.555   44.544   22.298 -101.827  -27.637
1601 -171.211  155.475   39.256    4.342   -5.040  -37.778
1602  175.162  178.870   53.927  -18.526  -29.900    2.397
1603  179.521  164.056   37.196    1.616    0.448   10.683
1604 -178.742   -2.634   60.181   -2.591   11.500   24.803
1605  176.418   15.915   38.300  -13.319  -11.751   13.379
1606  177.030  161.262   37.962  -11.632  -21.889   -1.902
1607 -161.253   13.240   49.075   -3.776  -27.496    1.234
1608  171.790   -5.192   61.044   -6.438  -17.330   19.724
1609 -175.585   59.178   41.148   24.279    6.788    8.981
1610 -173.828   -1.542   43.963    3.611  -13.041   31.500
1611 -168.294   32.399   38.160   18.362  -18.201   20.019
1612  175.922   15.912   44.731    9.365  -41.221  -19.833
1613 -174.485  -13.824   56.003   18.905   -3.903    2.718
1614 -171.468   -3.582   61.431   15.925  -28.625   10.299
1615 -169.518   22.600   33.563    6.552  -27.512  175.747
1616 -168.735   -1.702   10.489    7.943    2.565 -178.476
1617 -172.187  163.390   63.073   20.285   -2.879 -142.387
1618  171.801 -171.362   36.690   36.594    1.938  -24.130
1619 -175.204   44.572   42.816   25.656    9.168  -33.328
1620  179.956    9.774   40.906    4.499    9.968  -20.946
1621 -172.972  175.423   37.527   27.995  -37.446  -17.634
1622 -176.604  142.099   39.171   -9.071  -15.029    9.336
1623  172.025  147.632   46.868   17.496  -43.927  -47.673
1624  176.384  172.572   30.555   26.870   -9.065   -7.382
1625 -175.345  168.242   50.381    9.467  -24.142   10.044
1626 -169.269 -169.542   34.391   16.835   -2.310   25.294
1627 -179.209  162.912   37.465   34.223   -0.267  -19.831
1628  162.483  167.823   41.692   15.504  -21.126  -13.998
1629 -164.987 -175.029   42.467  -10.515  -14.210    2.275
1630 -179.997  165.733   42.284   22.036   17.726  -25.843
1631 -178.356 -175.131   35.571   -9.881  -23.003   33.905
1632  177.524  154.291   48.748   -1.290   19.984  163.619
1633  171.545 -154.937   34.227   -2.249    2.302 -162.042
1634  173.526 -170.192   41.767   12.178   14.723  168.632
1635  171.036   -9.882   38.334   -5.148    8.604 -175.600
1636 -161.359  169.807   41.551   -2.721   14.926  -12.372
1637 -157.992   39.276   19.038   35.132    2.902  -15.452
1638  165.348  147.657   36.890   -3.640   15.251   -8.171
1639 -170.679    9.286   19.352    1.399   39.470   21.147
1640 -158.418    0.847   32.856    7.307   13.227  -31.462
1641  178.317    3.046   43.187   20.067  -27.157   20.636
1642 -179.420  142.890   33.505    4.510    3.491  -29.520
1643 -168.327  166.969   47.634    7.408   17.921  -12.230
1644  178.405  171.684   63.090   -8.189   -2.796  -43.809
1645  174.390   15.525   21.136    2.571   25.622  -19.776
1646 -168.585   11.390  -25.888   -2.622   -4.800 -148.689
1647 -174.933    4.184   30.415   -2.606  -11.481  174.324
1648  174.586 -175.963   36.284  -11.726   28.762  164.748
1649 -173.627 -166.155   23.879   -4.947   18.785  174.991
1650 -171.669   21.589    8.496   -9.434    2.696  171.362
1651  165.064 -169.141   44.754   11.192   41.984  176.611
1652  169.370  167.978   32.138   -5.079  -19.542  168.148
1653  165.012   20.707   39.750    9.837  -38.172  173.478
1654 -178.025   87.847   39.247   -3.029  -22.124 -171.914
1655  168.424  176.774   56.438   23.276   -8.525  170.256
1656  163.310 -178.759   46.649   18.686   -1.461  179.231
1657 -170.001 -175.774  -23.490   11.995    3.617 -132.458
1658  171.026 -179.632   27.099   12.796   18.406 -159.579
1659 -171.429    2.129   30.361    7.987   12.615 -141.873
1660  165.276   13.903   -1.994   -9.382   12.915   49.518
1661 -179.111  168.659  -34.776   -2.563    3.707   38.413
1662  166.031  176.851   23.120  -15.111  -18.900    7.950
1663  172.733   28.216   28.498  -19.058  -15.553   -3.952
1664  167.884   26.319   19.255   -2.572  -10.661    9.614
1665  175.912   22.148   48.948   -2.457   11.453  -10.146
1666  169.536   72.218   34.736   16.118  -10.669    9.914
1667 -174.707  179.072   39.636   12.228    3.000   17.045
1668  173.235    0.337  -25.860  -16.639   -8.669    1.482
1669  179.803  159.109   38.303   14.890   28.842  -11.476
1670 -179.757 -156.514   37.664   16.319  -22.173   11.704
1671  173.761 -161.719   41.595   -4.710    6.676  -38.774
1672 -160.935  163.220   42.041  -20.655   -1.174   -5.265
1673 -174.210 -170.875   36.740    6.937   -8.155   -0.434
1674 -161.604 -175.578   55.022   44.188  -11.069  -10.831
1675 -179.462  176.173   53.462   29.385   14.177  -19.221
1676 -172.468  164.598   53.312    4.074   -3.957  175.513
1677  173.339  151.545   25.006   17.887   -1.342 -158.063
1678  178.599 -174.289   60.904  -15.052  -38.128 -177.824
1679 -173.051  171.478   34.704   14.357  -13.331 -173.842
1680 -176.234  168.719   48.285   -3.704    3.765  172.897
1681 -175.433 -172.702   33.617   14.440   15.981  165.568
1682 -171.750 -170.749   27.497   -6.017  -16.246 -161.612
1683  174.171  177.237   39.272    2.727    0.330 -153.362
1684 -174.715 -168.475   32.850    5.983    6.204 -167.272
1685  166.772  172.141   46.422   44.821   -2.098 -160.284
1686  170.491  161.183   31.451   25.370  -17.792  166.808
1687  166.349  178.377   42.236    6.417   20.321 -166.195
1688 -177.332  156.747   38.754   27.755  -16.338  174.635
1689  168.652  168.279   34.626    6.525    6.755 -174.422
1690  158.768 -167.945   40.212   22.603   27.005 -156.948
1691 -178.120   20.293   30.239   20.714  -15.163 -150.841
1692  172.998    4.217    4.037    5.761   15.712 -171.897
1693 -169.868   -5.361   28.909   49.722  -12.490  176.071
1694  177.729  175.144   39.899   32.414  -23.003  135.246
1695  174.588   19.236   45.631   11.011    5.802  146.340
1696  170.290   41.238   30.951   15.890    2.538  -41.142
1697 -179.155   13.724   38.351    7.187   21.818   18.161
1698  162.240    6.692   21.997   37.144    4.277   26.293
1699  172.723 -161.435   -8.052   -7.234  -10.806   15.235
1700 -171.753  169.504    3.686   -5.506   -5.911   -7.534
1701  177.465    2.979    9.104    8.226    4.599  -45.769
1702  166.822   19.110  -19.859   29.761    2.359   19.354
1703 -171.026   29.602  -10.021   29.415    8.997  137.158
1704 -177.263  178.577   25.850    5.080   13.090   -1.533
1705 -159.260   -9.551  -50.477    3.587  -46.208  173.329
1706  177.960   19.281    2.747  -14.918  -10.188  163.900
1707 -172.744   47.149  -29.825   -3.424    3.364 -173.113
1708 -163.186   -3.445  -29.492   -6.393  -38.940 -178.862
1709 -172.011   19.679   29.668   27.828   -9.428   -1.535
1710  172.657  154.157    1.283   11.888   16.540  -11.315
1711  174.355  174.454  -13.029   45.396   -2.411  155.130
1712  153.075  164.563  -38.554  -13.268    0.001  170.891
1713  166.268 -170.098  -42.038  -18.505  -26.336    8.845
1714  170.427  -12.243  -27.415  -18.557    1.061  -14.154
1715  177.330   13.889  -18.800    9.128    0.055 -148.956
1716 -167.001   12.589  -46.369   26.870   -9.945  171.799
1717  171.185  167.049  -54.012   -2.911   -3.822 -148.240
1718 -166.189 -164.522  -47.090  -35.982   27.875 -160.640
1719  176.218  175.764  -42.239   11.648   27.917  152.492
1720  174.512 -173.591  -42.839   -7.637   25.250 -153.598
1721 -174.585 -156.823  -23.383  -12.263   27.580 -165.578
1722  173.371  178.783  -28.253   -4.612   16.868 -158.411
1723 -174.014 -174.879   30.251   -2.224   -9.101  136.009
1724 -173.103   37.683   44.587   -2.965    1.040  175.318
1725 -176.867  -10.326   37.858   26.621   -8.762  172.727
1726  173.725    1.873   24.097   31.986   -1.466 -165.992
1727 -178.681   -0.043   32.919   -3.768    3.485 -175.613
1728  175.580 -166.233    0.304   -3.590   24.511 -146.349
1729 -174.916  177.196   40.711   15.133  -10.080   13.314
1730 -173.711  174.340   -5.626  -17.960   17.987   -7.630
1731  175.906  164.644  -37.717    1.244    9.236   30.835
1732 -178.794    8.999  -38.146  -17.822  -34.264 -155.598
1733 -166.775 -168.391  -24.635    2.447  -15.407 -169.465
1734 -169.999  147.279  -31.349   -1.384   11.339 -154.395
1735 -175.182  164.980  -41.168   21.133   23.497 -176.626
1736  176.378   22.996  -53.033  -11.757   15.534 -175.686
1737 -175.326   26.530  -16.819    0.434   21.017 -169.464
1738 -177.347  143.245  -28.296  -14.246   -8.862 -179.204
1739 -175.034 -179.723  -21.881  -11.383   -5.039  174.354
1740 -164.967  176.808  -32.945   -8.116  -16.580  168.873
1741  167.877 -168.453  -37.148   -9.310   13.817 -179.195
1742  176.667  177.541  -36.172   -8.462   13.461 -174.181
1743  174.140  133.991  -30.029    0.728   29.355  169.485
1744 -171.428 -176.790  -46.617   10.469   -2.018 -169.761
1745  166.796  174.139  -49.140   26.684   -9.960  151.973
1746  177.808  177.685  -43.946   -3.208    2.959 -174.016
1747 -173.631  175.525  -56.895    2.483  -34.165 -163.914
1748 -171.498    9.345  -39.177   -0.249   -0.888 -174.281
1749 -173.456   21.047  -41.755   35.112   -7.606  131.609
1750  168.320    9.164  -29.338  -33.499   15.967  150.001
1751 -169.421   18.830  -32.701    2.682   -8.376  178.954
1752  171.653  179.476  -24.608   14.051  -18.107   23.186
1753 -175.097  153.525  -32.201  -16.252  -11.644   19.919
1754 -176.244  137.734  -21.638   -3.729  -37.208   24.099
1755  178.165   21.377  -38.037  -16.057  -25.654 -179.636
1756 -175.744  143.191  -32.208    1.539   17.546 -161.143
1757  179.987 -166.491  -34.814  -26.609    8.920  160.914
1758  171.523  176.066  -20.126   -5.990   -8.130 -174.272
1759  167.829  177.005  -32.575  -17.562   -7.920 -165.479
1760 -172.214  175.321  -42.153    4.745  -43.864 -160.377
1761  176.527  -10.940  -52.254    9.670  -34.319 -163.728
1762  166.801   26.261  -17.772    5.949  -11.620 -170.948
1763  179.008    3.218  -24.498   -2.021  -25.002 -174.404
1764  172.732   20.667  -42.563   46.754  -34.464 -150.668
1765  178.409   32.039   -3.652   14.581   -4.391    4.852
