## Torsion are defined with the following atomIDs:
# dihed1: ai= 4079 aj= 2050 ak= 2061 al= 2065
# dihed2: ai= 2062 aj= 2063 ak= 2052 al= 4080
# dihed3: ai= 2048 aj= 2057 ak= 2058 al= 2064
# dihed4: ai= 2060 aj= 2059 ak= 2049 al= 4078
# dihed5: ai= 2069 aj= 2067 ak= 2053 al= 4081
# dihed6: ai= 2067 aj= 2069 ak= 2054 al= 4082
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6
2300  172.152   -0.355  -29.868  -12.837   30.350  170.951
2301 -172.985  165.886  -30.941    8.597    0.588 -177.742
2302  175.144   24.364  -42.337    9.897  -20.078  165.629
2303 -173.719  154.007  -54.640    7.147   36.354 -144.812
2304  178.494  146.025  -25.193   14.342   15.255 -155.378
2305 -174.277   -5.322   17.762    9.964    2.937 -173.585
2306 -162.998  177.592   33.019   17.262   13.755  141.860
2307  178.971 -175.535   30.798   34.515   -6.790  172.411
2308 -166.985  177.462   44.609   34.640  -10.825  161.368
2309  179.415   25.610   20.708   12.995   11.779  179.202
2310 -169.657    1.540   45.775    5.153   -3.143  157.883
2311 -158.695  174.260   40.193   21.220  -19.221  161.001
2312 -170.163   20.823   41.568    2.500   -7.629  166.684
2313  156.298    3.335   34.272  -15.948   -9.042  147.336
2314 -179.245  172.545   25.585   14.850  -12.338 -166.799
2315 -164.746   17.959   26.090   -9.510  -18.651 -174.642
2316  165.131   15.485   48.252   -5.335  -12.074 -158.779
2317 -178.028   12.645   32.452    8.055   -2.597  152.383
2318 -172.603   22.797   32.338  -12.394  -13.806  177.026
2319  178.435  -10.028   27.662   -0.598  -13.219   37.402
2320 -173.861   10.355   27.530   13.022   -0.148    7.097
2321 -170.885 -173.455   27.395   12.282  -46.969   13.953
2322 -177.232  121.659   30.271   17.871  -13.983  -10.725
2323 -177.544   -5.127   32.986   12.709   -0.342    0.439
2324  163.649  174.437   46.139    8.262  -46.806  -58.113
2325  171.593    2.569   21.579    5.003  -35.481  -15.232
2326  175.535 -170.289   36.405   28.091  -36.725  -17.521
2327  172.132  171.619   48.157   -0.504  -14.202   19.813
2328  156.151    9.697   38.656    9.131  -28.830    4.946
2329 -169.497 -177.448   35.336   12.936   11.040    1.689
2330 -153.907  178.974   42.714  -14.156  -24.301  -17.041
2331  171.589    9.233   30.823    8.504  -23.300   -7.806
2332 -170.705  169.592   39.156   20.234  -21.251  -33.789
2333  159.572  132.079   36.595  -32.516  -15.636   10.119
2334 -179.524  176.579   29.090   32.789  -17.569   37.941
2335 -175.258  171.760   32.030    1.220  -33.358    2.915
2336  170.875  161.235   30.393   18.086   -9.399    9.721
2337  162.671  156.672   32.152   48.688  -22.732   -2.404
2338  159.994   18.234   33.087   -7.510  -10.872    8.153
2339  171.744  172.361   46.167   -5.291  -10.594   22.332
2340 -171.392  170.849   44.277   16.589   -7.524   14.567
2341 -174.946 -169.938   50.248   20.742  -40.603    7.293
2342  171.998 -169.627   36.971   -7.637  -29.338   18.664
2343 -176.000  171.205   29.459   14.867   -1.430   14.895
2344 -165.694    3.905   25.908   -6.758  -20.218    3.045
2345  170.671  162.544   56.187   19.766  -23.608    7.326
2346  166.611    2.741   15.135   12.603   12.916   22.240
2347 -167.429    6.698   47.730   16.483  -28.016    6.124
2348 -179.306 -173.634   28.320   -6.148  -11.262   -5.638
2349  169.892  139.109   37.323   13.597  -30.018    0.415
2350  172.669  166.691   53.023   -6.967   -4.166   13.139
2351  174.398  164.500   41.720    6.861  -11.078   -8.040
2352  173.967  176.949   31.957   -8.508    0.540  -46.213
2353 -173.618  175.524   39.638   10.577   -8.804   27.410
2354 -166.889  173.136   36.579   11.900    5.831   -7.471
2355  179.521  157.012   34.195    5.319   -1.377    5.951
2356 -167.597  165.922   55.590   15.149  -42.155   52.657
2357  170.302  149.285   42.369   18.967  -13.646   35.370
2358 -178.067 -166.829   17.701   10.999  -19.977   30.034
2359  159.784 -179.868   46.375    3.260  -14.481  166.750
2360  174.756   -0.893   51.870   19.850  -20.951 -155.481
2361 -164.555  159.723   40.204    8.292  -28.008 -139.492
2362 -176.335   34.625   38.990   -9.176   -0.537   -7.815
2363 -174.134   20.604   39.197  -27.848  -12.731   11.968
2364  176.840   -0.093   25.345  -50.954   -5.759    7.350
2365 -174.025   50.848   31.429   -4.699  -24.973 -133.323
2366  170.394   30.409   59.497   -2.197   -5.185 -145.284
2367  174.090    6.017   46.000   15.607   10.267 -169.156
2368  179.706  -21.569   36.206   35.834   26.119 -170.172
2369  171.783  163.248   48.320  -23.595    9.900 -164.605
2370  174.791   22.274   49.153   -4.528    9.756 -173.982
2371  175.791 -179.340   47.778  -47.131   17.942 -169.086
2372  177.525   14.920   44.545   56.885  -17.354 -178.133
2373  179.629  174.011   54.512   30.250   20.995 -160.319
2374  177.057 -173.154   56.154   57.844   21.141 -160.645
2375 -167.860  134.264   35.529   -6.094  -23.996 -167.830
2376  173.692 -174.022   35.012  -29.752  -32.822 -155.938
2377 -178.138  174.131   43.866    1.873  -19.630 -170.754
2378 -179.554  156.084   44.257   14.777  -26.513  176.065
2379 -174.145    1.090   43.114    9.358  -11.337 -169.285
2380  177.699   23.571   45.285    9.155  -10.562  170.131
2381  176.241  147.313   38.757   14.106  -85.281 -171.615
2382  173.877   21.156   33.692   10.686   -9.906 -171.178
2383  174.814  121.319   37.133   -5.842   19.617 -161.827
2384  179.308   -7.607   32.477  -34.908   -8.357 -170.935
2385  168.525   19.971   42.946   31.752  -14.714 -165.804
2386 -175.289  174.440   36.955  -21.049    8.398  167.347
2387  173.935  158.242   38.165   10.750    6.727 -143.570
2388 -165.126  171.448   24.707   20.204  -34.814 -163.251
2389  175.901   37.087   49.597   15.750   19.847 -134.797
2390 -171.935   18.334   52.846    5.283  -20.172  171.197
2391  168.517   13.202   49.374    6.680   -0.603  167.957
2392  176.054   41.628   42.699   18.637   -9.682 -174.555
2393  172.053    9.559   53.314    2.867   -2.985  145.173
2394 -178.272   10.736   42.578   29.161   -4.441  155.005
2395 -167.624  164.927   32.926    0.528  -23.891  144.930
2396 -173.379    8.875   28.713  -10.515  -15.975 -157.250
2397  171.149  -16.520   59.419   27.435   -2.326 -179.954
2398 -175.910   10.125   58.824   14.822   -2.648 -154.684
2399 -177.848   12.639   42.967    1.276   -2.407 -164.522
2400  162.552   22.076   39.679    2.950   -9.230 -148.991
2401  166.441   23.598   -5.039    7.938   28.625 -149.094
2402  158.544  174.501   34.551   -3.204   12.625 -178.783
2403 -179.038   15.151   46.110  -30.118  -15.963 -166.268
2404  169.805   -7.374   36.569   -5.520   14.163 -151.905
2405  159.745   47.583   40.010   23.108  -24.231  175.020
2406  174.536 -175.658   49.601    9.425  -17.099  167.602
2407 -171.644    8.344   36.197   15.488   -3.344 -124.797
2408 -163.021   38.484   42.486   10.905   -0.043 -162.048
2409  170.964   30.517   37.433   28.456   -7.708  174.322
2410  170.486  164.902   45.448   11.269   -6.067  168.207
2411 -170.988    4.169   47.677   48.232   -2.453 -165.475
2412 -176.265   32.455   38.480   -7.096  -39.942 -162.662
2413  167.756 -167.165   45.633  -24.906    1.645 -161.707
2414 -168.761  142.139   55.727   21.619   27.890 -175.525
2415 -164.142   70.734   42.474    5.572    4.207 -161.858
2416 -176.192   30.506   62.059   28.387    0.739 -170.365
2417  167.243   25.381   45.768    4.179  -19.994  176.549
2418 -173.399   12.299   30.054   19.523   33.856 -163.913
2419 -171.316  148.950   48.467   13.123   -6.362  159.958
2420  172.652   22.033   32.830   12.009  -14.756 -141.831
2421 -179.689   18.892  134.571    5.101   50.805 -169.099
2422  174.979   42.347  132.045   -3.385  176.089 -172.808
2423  171.958   18.591  125.604    9.166  166.699 -179.119
2424 -173.708   -4.894  131.459   -3.933  161.729  170.153
2425 -177.293  -76.694  144.216   24.995 -153.460 -164.268
2426  170.695   12.333  137.547    0.607 -171.926  142.931
2427  159.864 -179.571  127.103   12.383  172.602  163.675
2428  173.118  138.758  132.790    8.413 -149.768  160.016
2429  167.425   14.705  135.704   34.180  163.027  169.339
2430 -176.752   22.685  142.507    3.453  160.264  155.120
2431  173.627  140.406  128.744   17.600   13.618  158.004
2432 -176.418    9.165  137.213   -4.893  -11.502  170.984
2433  171.922   -3.944  136.100   -1.345   -3.172  152.592
2434 -177.356    8.943  128.832  101.061   23.510  156.158
2435 -171.216   39.315  163.249    3.681   28.052  160.080
2436  166.898  175.826  152.713    5.062    8.991 -153.797
2437 -170.154   32.821  143.447   26.832   23.741  174.620
2438  175.639   19.293  129.087   10.174   48.418   -6.998
2439 -169.314   27.430  136.352    8.557  -16.187  167.910
2440 -174.282 -166.733  132.877   12.184  -12.921  171.593
2441 -176.588 -135.627  128.458    0.594  -24.449 -175.943
2442  176.430   19.980  145.263    8.316  -15.548 -175.906
2443 -175.272   14.572  121.026    0.985  -35.327  148.838
2444  158.417  -27.772  135.453   10.504  -25.441 -175.941
2445  173.092   30.103  140.160   12.992  -10.975  150.412
2446 -173.661   -1.244  136.519    6.997    1.461  171.300
2447  176.476   13.731  123.299   17.919  -24.852  139.089
2448 -177.590  -10.673  125.323   -8.134  -50.955  165.571
2449 -168.400  146.356  142.983   19.620  -50.577  155.276
2450  179.604   -5.527  144.289    7.005   -4.602 -170.978
2451 -179.958   -6.016  151.516  -11.217 -176.989 -178.709
2452 -177.643   20.434  142.357  -10.875 -144.373 -160.301
2453  179.763   85.646  157.954   27.045  175.789 -162.200
2454  175.728   -8.416  144.230   -1.196 -171.372 -159.558
2455 -178.039   11.269  143.629   16.994 -148.406  168.894
2456 -177.289   -9.647  124.012   17.556 -162.335  178.976
2457 -170.251   11.814  134.065  -16.460 -178.046 -157.029
2458 -168.397    8.408  132.137    8.375 -164.252  177.524
2459  173.913   -1.462  135.183   18.457 -173.111 -176.575
2460 -177.899   12.672  152.219   13.319 -169.143 -165.283
2461 -162.129    9.601  132.463   10.331 -160.645  179.482
2462  176.551  154.460  120.230   17.746 -174.722 -173.700
2463 -173.546    3.135  126.401    0.914 -130.115  168.994
2464 -174.998   16.074  140.692   30.910  176.183 -176.540
2465  172.852  173.825  131.605   -1.185 -170.845 -162.881
2466 -164.142   87.392  144.038   -0.433 -176.481  168.705
2467 -166.010   21.494  133.834  -10.551 -163.939  169.964
2468 -165.867   14.781  123.462    2.142 -115.472  178.837
2469 -164.720   -1.321  127.050   22.113 -148.150  144.121
2470  173.221    0.530  135.547   17.245  166.323  175.849
2471  179.344   19.085  136.509    7.672 -168.091 -160.273
2472 -176.916  149.340  139.882   24.289 -167.446 -176.313
2473  168.947   25.558  135.112   15.937 -143.053  170.260
2474 -174.913    1.596  156.181   -1.234  -16.235 -174.953
2475 -169.361    9.326  136.532    4.907  -21.054  177.888
2476  177.575   21.031  135.753   -5.773  -21.115  170.383
2477 -179.725   22.334  144.070   15.083    1.933  167.052
2478  171.697    9.487  135.711   12.267  152.026 -167.077
2479 -179.837   11.612  110.729   30.942  171.614 -177.006
2480  178.371   15.077 -142.485   -7.511   -6.419  174.356
2481 -178.515  155.547 -140.921   -4.773  -28.835  157.500
2482  170.901    1.313 -142.659   26.423  -37.975  174.422
2483 -171.506   21.150 -142.994   15.477   -9.841  148.125
2484 -179.774  159.037 -136.635    1.505  -11.469  163.889
2485  175.508   -5.671 -148.902    5.350  -37.613  172.789
2486  173.751    4.168 -151.384   24.599   -2.458 -179.046
2487  179.133   13.811 -146.583    5.356  -27.148  171.197
2488  174.561   17.247 -143.254    0.542  -12.018  171.351
2489  161.689   33.942 -148.794    2.907 -179.867  156.923
2490  167.556    7.021 -158.572   -8.782  -39.504 -177.434
2491 -169.961   25.732 -132.131   30.329  -26.862  172.398
2492  178.994   17.451 -141.115  -12.777  -18.551 -129.808
2493  169.291   30.865 -133.976    7.122   -7.321   -6.022
2494  171.747   11.495  143.763    6.541  168.216   48.767
2495  179.828  -10.767 -167.221    1.429 -160.169   18.790
2496 -177.504   15.518 -147.311  -11.804 -166.887 -176.815
2497  167.213   24.189  138.758    6.829 -174.946 -155.452
2498  170.517   30.100  151.086    9.544  141.058 -156.994
2499 -171.672   15.847  133.184  -14.583  -39.445 -134.646
2500 -177.918    3.074  109.546   -9.493  -30.737  172.248
2501  177.003   -5.051   10.143    7.023   11.587 -149.982
2502 -168.226    9.420   48.986   -3.123    8.833 -128.747
2503  178.819    5.002   39.858  -18.184  -21.183 -166.033
2504 -175.149    3.192   26.213  -32.053  -32.674 -154.082
2505  175.156  177.387   41.685   30.503  -66.551  179.726
2506  163.852    7.586   33.050    3.217  -20.450 -170.597
2507 -173.984    9.343   13.699   13.606   -0.138 -140.456
2508  159.817    3.624   30.762   14.234   27.316 -175.076
2509  173.366  176.955   22.303   16.061   -9.054 -175.121
2510 -172.589   43.986   36.636   -1.850  -30.866  -15.735
2511 -174.558   19.900   33.388   -0.210  -40.670  -26.627
2512 -175.066 -173.786   31.359   22.435  -48.186  -15.400
2513  175.755   18.694   24.269   13.895    6.314  -23.785
2514  178.586  166.122   40.851   29.905  -32.943  -39.700
2515  171.864  -10.224   34.350   -9.327  -55.631   19.494
2516 -169.730   47.259   30.546   15.513  -43.679  143.925
2517 -169.227   13.621   43.948    7.685  -21.759 -171.384
2518 -175.707   -6.385   31.459    6.707   -5.903 -149.064
2519 -173.149  -18.714   28.293  -13.089   -9.173  165.186
2520  178.598  161.519   52.680 -155.242   -5.947 -172.491
2521 -179.981   23.465   53.295 -156.861    6.178 -174.421
2522  176.936  -13.236   57.639  176.402   13.797  179.112
2523  168.656   26.582   63.583 -153.910  -18.617 -178.720
2524 -171.494   10.950   35.771 -157.008   -0.677 -136.672
2525  175.692  166.159   49.840 -159.488  -30.191  179.740
2526  179.253   -4.601   50.555 -164.286  -14.473 -175.438
2527  177.163   23.003   33.890 -156.821  -10.642 -177.697
2528 -168.805  152.562   52.812  176.412    7.324  179.515
2529 -175.968   43.568   46.064 -150.235  -15.204 -173.722
2530  171.995    7.534   37.271 -146.088   -5.566 -174.886
2531 -169.169   44.252   34.360 -164.328   -6.250 -149.653
2532  171.957   12.088   55.395 -138.216   -3.227  158.366
2533  159.764   24.970   49.595 -167.580 -127.705  174.613
2534 -173.332   21.603   32.989 -171.640    6.196 -174.864
2535  177.261    6.593   57.316  158.451  -31.037 -164.231
2536 -173.233 -154.627   60.076  179.634  -39.740  165.873
2537  170.608    2.403   42.396  -23.018  -19.320 -169.635
2538  167.082   45.583   38.632   27.471   -4.845 -172.245
2539  174.209  -10.571   64.258   52.077   -3.716 -167.967
2540  176.335  142.852   43.417   -1.001   -4.567 -166.786
2541 -165.345    1.555   39.245    3.690   -0.035 -168.364
2542 -174.839  161.707   33.896  -12.274   16.051  175.695
2543 -173.267  173.414   44.629   -6.239  -10.091  151.869
2544  179.267  145.371   37.641   -0.524  -49.450  178.149
2545 -178.431    5.250   38.657  -15.536  -22.015 -149.008
2546  170.423   59.531   40.320    7.914  -49.404 -165.277
2547 -163.420    9.427   43.170   31.213    7.604 -144.295
2548 -172.216  -10.406   34.991   25.005   -7.538 -156.657
2549  173.513  167.123   42.944    6.375  -28.525 -164.983
2550  177.189  179.799   29.976    6.863   -6.267  179.922
2551 -169.897   10.266   44.284    8.168    0.105 -173.193
2552 -177.867    8.670   56.184    5.365  -38.082 -168.554
2553 -158.979   38.908   39.432    0.158   -1.170 -159.273
2554 -179.928    3.293   42.335    1.170   -7.739 -142.729
2555 -171.897   32.439   50.274   -2.041    6.317 -169.830
2556  170.370  172.034   40.144   -0.785  -15.599  172.470
2557 -159.790  154.789   59.328   29.439  -45.352  154.748
2558 -178.241  -12.659   38.042   11.277    2.963  160.469
2559 -158.221   19.231   40.287   19.535  -27.507  166.705
2560  178.444   13.482   55.043   31.767   -2.510  165.573
2561  169.333   12.340   50.772    5.123    2.728 -179.080
2562  170.019  158.343   61.753   -1.090   19.561  167.945
2563 -175.616  142.752   31.456   13.035    2.624 -179.945
2564  177.409   20.261   50.292   -7.142  -13.197  174.163
2565 -174.924  178.572   47.651    2.773  -17.680 -157.925
2566 -155.293 -176.118   42.227   -2.336   -2.627 -176.073
2567 -173.738  159.166   45.745   13.497  -15.785  172.419
2568 -173.192  155.811   48.498   -8.285    3.023 -176.630
2569  177.803    6.712   23.059   32.788   -8.354 -171.884
2570  176.311  166.459   33.449   23.937    3.270  161.672
2571 -171.098  124.919   41.750    0.639    0.756  174.742
2572 -162.038  165.043   29.398   14.749   20.751 -155.476
2573  174.061   50.720   39.546    4.320  -30.482 -170.096
2574  175.625   -6.736   43.971   10.439  -27.386 -174.697
2575 -156.903   31.237   43.375   -7.025   -6.828 -174.111
2576 -175.696   18.836   43.666   13.715   -3.851    3.291
2577 -173.985   10.963   41.390   15.363  -16.774  148.354
2578 -179.934 -177.293   37.253   74.002   -4.750 -166.341
2579 -173.233   48.488   30.791   12.203   11.288  164.309
2580  174.457   18.944   37.161   10.397  -17.628  155.639
2581  174.004   32.604   36.315   10.867  -26.738  174.534
2582  178.129  -12.161   26.883   28.699  -18.344 -170.774
2583  178.431   39.753   16.909   24.780   -2.667 -171.543
2584  179.401   15.185   36.562   20.489  -13.118 -171.047
2585  167.104  -15.744   54.694    6.460  -22.779  150.899
2586 -177.731  166.961   37.558   -8.363  -23.237 -165.839
2587 -170.861 -176.690   48.968   -8.522   -1.276  175.465
2588 -167.844  151.118   39.005    1.276    0.617  173.129
2589 -173.170 -178.492   43.712    2.914   -6.890 -173.970
2590  175.982   33.961   40.165   24.050   16.231 -140.661
2591  176.929  171.975   50.948  -11.684  -18.927  165.376
2592  176.992  147.818   33.517   18.071    5.798  171.640
2593  174.994  146.452   29.561  -14.599   23.141  150.545
2594  164.183   15.943   55.144   11.934   24.175  143.910
2595 -176.878  -16.553   22.588    7.588   -3.749  179.976
2596 -177.860   32.915   32.689   38.168  -22.559  170.264
2597  177.410  160.639   44.248   35.209  -26.352   19.660
2598  160.256 -174.167   50.190   29.924  -29.081  162.960
2599  177.966    5.445   32.546   16.375  -37.126  167.685
2600  169.021   11.151   38.826   23.970   13.414   -4.017
2601 -179.014    9.168   44.160    2.650   -7.097    1.590
2602 -163.386   15.538   46.479    8.348   -8.489    0.193
2603  177.556  144.330   50.103   10.910  -41.357   -8.192
2604  169.033  159.763   50.296   13.518   -1.244   10.664
2605  176.312  176.619   58.847    7.938 -108.591  -21.131
2606 -172.882   10.767   51.142   10.220  -20.287  -20.882
2607 -173.199   28.709   45.857   11.550  -13.606  -17.203
2608  174.024   -9.912   42.985   -2.896    3.878   12.358
2609 -173.756   34.962   37.870    0.410  -17.060  -33.296
2610  178.277  161.814   40.254   10.865   -0.137  163.540
2611 -175.833 -173.238   25.288    4.109   -6.501    9.920
2612 -167.165   15.791   34.422   32.218  -33.276  -22.888
2613  169.582   26.995   26.492   20.219  -25.186   -6.701
2614 -177.329   10.474   44.478  -26.205  -12.133  -67.202
2615 -175.448   55.902   34.206   27.687  -32.865   -8.418
2616 -173.405   31.303   36.074   14.211  -63.890  -22.261
2617 -168.853   46.435   29.552    1.053    1.294  160.306
2618  176.712   12.748   29.872   -4.110    7.432 -175.522
2619 -171.248   26.147   47.707   10.001   15.057  157.293
2620 -179.250    9.501   55.501   14.633  -21.832  149.143
2621  170.773    1.637   38.520  -13.742    4.430  167.703
2622  172.646   15.598   45.638    0.612  -13.297  176.789
2623 -164.828   34.348   27.030  -20.968   14.483  153.069
2624 -178.074   17.957   46.985  -14.908    5.845  138.640
2625 -172.968   33.638   31.382    9.325  -42.410  158.931
2626 -161.651   18.658   30.484   -3.917  -12.665  125.747
2627 -160.437   32.405   45.311    3.879    4.368  162.726
2628  178.032   17.510   18.748   -0.810   -8.466 -165.238
2629 -151.802    8.518   21.037   -7.611   -2.389 -178.877
2630 -167.957   15.276   42.446   -8.295   16.125  141.302
2631 -163.964   52.173   41.076   10.696   -1.765  163.831
2632 -178.079   21.008   25.451    9.005   -0.744  158.473
2633  171.372   33.797   40.110    3.278  -15.114   20.641
2634  175.882 -176.964   36.299    4.041   -8.539  144.396
2635 -170.135 -136.160   28.531   14.617    8.463 -176.610
2636 -175.120    3.809   38.182    3.176    8.147  172.190
2637 -165.673   -8.798   19.455   12.160   -7.095  172.151
2638  174.474   34.033   32.794  -10.305   -0.510  155.370
2639  170.779   21.942   17.088   -6.111   14.551 -177.384
2640 -177.628    5.460   39.750   11.362   -8.782  146.038
2641 -177.372   21.754   34.071   25.815   -4.213  170.098
2642 -176.395   43.898   40.743    1.354    2.972  166.843
2643 -164.025    9.036   37.700   23.634   39.014  158.971
2644 -178.159  166.112   49.475    6.680   -2.571  156.288
2645  176.784  157.693   30.556   -0.974  -16.411  158.412
2646  175.803  174.089   25.214  -16.754  -14.533 -173.962
2647 -166.945  159.419   33.998  -13.077   -2.819  148.118
2648 -179.861    1.188   44.022   27.121    7.859   13.578
2649 -173.766  152.770   47.659   24.014  -48.318   24.980
2650 -176.161 -166.547   53.171    9.966   10.759    0.674
2651 -174.208  151.460   46.014    6.386  -25.734   -5.944
2652 -169.580   -4.981   42.976   11.581  -15.543   -2.287
2653 -169.310    3.907   37.819   14.327   -2.068   36.502
2654 -178.360  -31.895   56.486  -13.387 -115.800  -22.969
2655  166.565  178.083   39.998   12.780   16.273    5.781
2656 -167.206  -19.929   27.823    2.134   17.926   21.763
2657 -175.193   20.183   50.324    9.790    5.823    4.300
2658 -169.902   22.331   37.901   13.818  -18.430   13.244
2659 -175.560  144.839   58.582   27.904   -6.536   -1.583
2660 -175.207    8.477   22.451   22.800    5.637   40.351
2661  179.900 -179.360   28.239    8.985    5.878  -17.953
2662  155.375  178.252   56.705   17.206  -38.795   -1.263
2663 -156.529  179.450   35.629    0.554  -22.946  163.912
2664  178.221  167.191   26.916   13.715   -1.609  137.766
2665  176.477  163.209   32.996   18.832    1.602  165.680
2666 -174.300 -178.900   35.548    4.118   -9.595  139.352
2667 -150.788  172.586   15.454   14.225  -13.415  161.810
2668  176.721 -177.982    4.953   15.996   14.313 -175.428
2669  172.843  154.214   48.205   29.821   -5.575 -170.877
2670  169.361 -177.757   49.255   19.087  -16.903  149.886
2671 -152.597  157.468   32.199   14.315   10.565  161.335
2672 -173.316   18.071   35.891  -18.369  -14.358 -136.510
2673 -173.468   44.238   47.279  -10.919   -2.898  151.069
2674 -173.194  178.893   43.471  -19.688    4.456 -173.355
2675  167.421 -176.823   64.587   16.266   -7.452   23.059
2676  173.550 -179.675   47.761    4.058  -22.313  -13.789
2677 -178.406   21.802   37.052   31.020  -19.111  145.687
2678  176.557   58.115   39.833   16.526   -2.516  174.201
2679  166.480  -25.477   48.679   11.756    0.434  172.586
2680 -164.930  174.959   31.870    4.019  -21.963 -176.492
2681  169.066  130.684   27.632   11.833    6.139  165.127
2682  177.328   -0.299   27.280   32.249  -11.240   10.765
2683  172.325   17.597   54.183   45.745    2.973   16.024
2684 -175.814  154.579   33.471   19.992   -2.081  159.286
2685  176.345 -172.811   38.019    5.548  -12.563 -177.773
2686  178.981 -179.324   41.166   28.179   10.760  150.690
2687 -175.881  173.266   30.699   -0.166   11.167 -179.183
2688 -169.869  152.196   58.858   14.486   16.651  158.389
2689  158.259  175.474   38.490    2.883   -9.575  -22.052
2690  175.822   -7.349   67.877   17.726  -26.844   13.463
2691 -178.356  -33.365   25.793   16.474    8.705   68.403
2692  179.804   33.453   39.415   10.786  -63.530  -16.678
2693  167.998   19.998   44.326   11.056 -114.074  -12.118
2694  157.002  158.501   39.856  -13.998   -8.561  -24.880
2695 -178.492  173.875   39.653    5.051  -33.389   26.332
2696  167.210  158.493   38.760   -7.131  -49.760   28.218
2697  174.965  151.671   66.086   27.768  -10.460   37.108
2698 -178.726  139.787   35.460   -2.136  -14.735  -20.284
2699  179.379    5.403   35.108   24.042  -28.661    7.660
2700  171.615  152.573   45.396   25.396    1.943    1.579
2701  174.275 -175.203   48.696   12.209  -29.303  -33.106
2702 -178.535  151.110   29.536    7.078   18.050   39.419
2703 -164.683   15.180   51.633   -4.427  -18.459  -20.389
2704 -175.009   26.129   35.460   14.995  -47.740   11.178
2705 -169.062   14.806   48.010    0.367  -23.339    2.474
2706 -179.346   -2.927   36.910   -2.523  -14.492 -156.148
2707 -176.001  145.889   43.133   24.252  -14.306  163.391
2708  178.067  156.229   52.056   20.628  -18.228 -172.215
2709 -177.461  174.981   34.239  -13.865   14.642 -168.490
2710  166.959 -171.552   39.896   24.057    4.281 -177.949
2711 -166.486    3.870   42.485    8.765  -14.515  171.140
2712  172.802    0.768   36.503  -11.038  -21.625  170.814
2713 -153.551   46.993   41.539    8.270  -15.127  166.967
2714  170.552   18.727   37.449   11.215  -28.789  178.364
2715  177.511   -3.455   36.092   -0.125   -6.103 -173.490
2716  175.908   19.268   42.179   -5.864  -23.798  173.929
2717 -178.349   33.955   48.714  -17.465   -0.205  176.840
2718  160.060   41.120   55.275   -2.821    2.946  172.008
2719  170.595  161.792   23.655  -22.672   -2.909  178.358
2720 -172.408   52.056   44.468   19.772  -42.161  169.081
2721 -173.428  143.525   50.369   10.738   11.976  140.595
2722 -167.628   35.000   38.483    3.134  -27.820  169.431
2723 -169.688   -2.078   41.081   13.775   -7.433  167.976
2724 -166.906   47.259   24.673    7.454  -20.882  171.324
2725 -169.720   -1.106   40.620    3.722  -63.650 -179.354
2726  176.922  164.009   49.149   13.300  -33.496 -172.457
2727  166.052 -175.899   55.477  -30.472   -6.090  176.294
2728 -174.058    8.579   33.640   -9.828  -60.656  157.955
2729 -175.531  169.564   27.526   11.992  -18.933 -166.155
2730 -176.224   28.940   56.734   -0.482  -14.839  156.587
2731 -179.932  -17.017   39.965    9.976  -15.294 -176.266
2732 -173.325   33.825   39.202   -0.367  -10.399  170.762
2733  174.570   28.199   41.161   23.015  -15.367 -170.497
2734  169.955   21.528   50.451    2.724   22.269 -174.635
2735 -179.590 -168.842   38.144   14.159   -3.071  171.521
2736 -176.627    5.011   39.748   19.227   17.651  176.860
2737 -173.431   38.782   41.822    2.069  -15.964  179.440
2738 -167.776  -10.623   32.863  -18.332  -17.414  163.992
2739  176.587  161.725   30.695   -0.349  -10.291  156.630
2740 -175.760   63.691   42.622    9.641   -3.310  149.256
2741 -166.739  154.128   57.916    4.257  -22.623  146.486
2742  176.057  176.851   39.860   23.439   -5.162  168.773
2743 -176.193   16.065   50.315    0.234  -23.773 -178.747
2744  175.236  166.906   43.418   16.215  -24.548  177.152
2745  174.920  164.555   41.464  -42.486   11.615  174.253
2746  172.089   29.691   32.945   10.627    2.840 -163.655
2747 -169.592  162.379   49.993   14.774   -6.884  175.392
2748 -163.564    8.592   47.340   33.425  -11.840  172.691
2749 -176.647    1.323   37.056   16.193    5.717  175.616
2750 -168.991   11.824   34.694   24.048    6.743  153.758
2751 -161.631   26.584   40.992    9.090  -14.359 -176.839
2752 -167.373  177.943   39.287    0.775    1.436  171.112
2753 -169.350  176.261   42.879    3.339  -26.859  175.532
2754 -172.690    8.351   39.690   -0.888  -15.070  153.012
2755 -177.939   20.293   33.838   13.206  -12.405 -178.739
2756 -160.011   23.314   37.422   13.735   -5.440  179.971
2757 -176.241   32.093   68.333  -17.919   -3.267 -162.836
2758 -168.597    9.315   40.937   14.762   -9.273 -174.272
2759  170.912   -2.051   46.177  -17.874   -3.624 -176.915
2760  177.129  178.289   44.180   16.747   -5.206 -170.223
2761  176.602 -163.836   23.072  -35.118  -10.883 -179.498
2762 -173.158   27.354   14.344   19.433  -11.124 -175.526
2763  172.372    4.268   49.904   11.936  -58.054 -179.555
2764 -171.819  170.511   33.493   18.198  -42.296  147.144
2765  176.662  147.071   31.994   16.886   -0.797  135.847
2766  172.048   24.023   39.577   39.972   25.169  142.632
2767 -174.102   26.390   35.620   19.029   12.075 -149.822
2768  171.867   54.705   26.370   16.480  -17.538 -159.665
