  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
     1489        0.668        3.710            1      249.784      120.226      273.091
     1490        0.806        3.710            1      250.848      105.318      273.146
     1491        0.835        3.746            1      252.409      101.295      273.108
     1492        0.970        3.758            1      253.806      101.044      275.707
     1493        0.999        3.749            1      252.862       91.579      272.849
     1494        0.900        3.703            1      249.970       85.681      273.183
     1495        1.116        3.696            1      253.112       95.121      272.908
     1496        0.918        3.724            1      251.146       78.131      273.135
     1497        1.023        3.744            1      254.545       77.405      275.641
     1498        1.082        3.701            1      253.699       81.503      275.985
     1499        0.927        3.769            1      253.725       84.321      276.652
     1500        0.970        3.765            1      254.714       94.517      272.954
     1501        0.976        3.820            1      254.791      106.603      275.701
     1502        0.955        3.761            1      254.310      106.584      274.543
     1503        1.047        3.765            1      254.764      114.739      278.321
     1504        0.822        3.733            1      249.549       92.677      270.693
     1505        0.881        3.763            1      252.103       79.084      274.602
     1506        0.861        3.750            1      252.497       94.730      276.824
     1507        1.013        3.761            1      254.399       81.685      279.558
     1508        0.992        3.752            0      254.606       85.140      275.595
     1509        1.079        3.752            1      254.052       80.140      275.328
     1510        0.997        3.776            1      253.749       92.432      276.899
     1511        1.022        3.724            1      253.478       96.075      275.057
     1512        1.110        3.703            1      252.749       73.500      274.058
     1513        0.857        3.714            1      251.010       77.376      271.997
     1514        0.950        3.737            1      252.193      106.743      274.653
     1515        0.928        3.738            1      251.089       87.316      272.514
     1516        0.936        3.731            1      251.524      103.065      272.022
     1517        0.883        3.737            1      252.115       95.848      273.918
     1518        0.937        3.735            1      251.849       82.657      272.836
     1519        0.856        3.748            1      251.740       86.051      273.417
     1520        1.069        3.680            1      251.021       91.107      274.281
     1521        1.064        3.729            1      253.551       98.960      274.296
     1522        0.954        3.739            1      252.587       95.866      274.482
     1523        1.023        3.735            1      252.885       93.057      276.079
     1524        0.823        3.757            1      254.194       84.328      276.225
     1525        1.041        3.725            1      252.793       79.296      272.679
     1526        1.029        3.766            1      253.632       70.175      274.427
     1527        0.824        3.717            1      251.976       73.150      274.013
     1528        0.995        3.783            1      252.657       81.233      274.822
     1529        1.021        3.727            1      252.951       89.296      278.348
     1530        0.937        3.739            1      253.428       76.856      276.675
     1531        1.040        3.734            1      252.927       75.431      277.994
     1532        0.940        3.732            1      251.895       83.820      273.977
     1533        0.823        3.750            1      251.472       82.084      273.112
     1534        1.018        3.752            1      252.681       66.593      276.940
     1535        1.040        3.687            1      252.516       85.869      274.005
     1536        0.917        3.758            1      252.090       81.595      275.388
     1537        0.865        3.741            1      253.228       73.588      276.826
     1538        0.836        3.773            1      252.163       82.308      274.222
     1539        0.961        3.730            1      252.021       74.401      274.095
     1540        0.774        3.781            1      252.971       64.282      273.714
     1541        0.983        3.751            1      253.616       66.472      275.919
     1542        0.933        3.753            1      253.231       80.691      277.090
     1543        1.019        3.753            1      253.364       72.000      272.266
     1544        1.000        3.710            1      252.524       65.596      276.485
     1545        1.067        3.765            1      251.570       60.065      273.631
     1546        0.907        3.733            1      249.946       61.327      271.955
     1547        0.890        3.718            1      251.399       74.953      274.536
     1548        0.976        3.762            1      252.456       63.181      277.187
     1549        0.626        3.776            1      252.982       81.200      270.824
     1550        0.981        3.702            1      252.483       70.988      275.638
     1551        1.006        3.757            1      252.725       67.713      276.040
     1552        1.111        3.716            1      252.764       68.314      275.003
     1553        1.054        3.760            1      253.808       80.290      276.364
     1554        1.029        3.721            1      252.581       54.569      273.942
     1555        1.167        3.743            1      253.932       65.253      276.654
     1556        1.229        3.741            1      253.799       63.070      277.211
     1557        1.092        3.752            1      254.679       81.357      275.442
     1558        1.011        3.721            1      253.361       75.278      278.183
     1559        0.987        3.731            1      251.604       59.883      274.531
     1560        1.040        3.760            1      253.822       71.401      278.198
     1561        0.773        3.780            1      253.459       78.145      273.523
     1562        1.034        3.757            1      255.191       65.730      276.061
     1563        0.941        3.743            1      252.479       60.912      276.669
     1564        0.968        3.728            1      252.178       66.038      271.982
     1565        0.947        3.747            1      252.364       62.665      272.926
     1566        0.970        3.725            1      253.665       68.374      277.121
     1567        0.787        3.755            1      251.755       64.103      271.601
     1568        0.925        3.750            1      252.141       63.551      273.834
     1569        0.916        3.752            1      252.959       37.089      274.006
     1570        1.073        3.691            1      252.677       42.753      275.796
     1571        0.904        3.732            1      250.962       31.208      272.552
     1572        1.022        3.719            1      253.232       46.758      276.684
     1573        0.810        3.754            1      253.263       49.637      276.615
     1574        1.052        3.732            1      252.823       46.337      277.106
     1575        0.932        3.752            1      254.022       60.079      277.134
     1576        0.980        3.778            1      253.764       40.727      276.134
     1577        0.944        3.773            1      252.137       35.396      274.191
     1578        1.078        3.768            1      253.271       57.895      276.531
     1579        0.921        3.754            1      254.420       62.432      276.666
     1580        0.996        3.769            1      254.891       69.884      275.395
     1581        1.056        3.758            1      254.233       65.407      274.592
     1582        1.039        3.764            1      253.866       64.536      276.235
     1583        0.914        3.785            1      254.727       80.972      273.020
     1584        0.974        3.725            1      251.895       80.802      274.309
     1585        0.814        3.741            1      253.271       75.481      274.120
     1586        0.888        3.786            1      253.145       77.355      274.898
     1587        0.902        3.709            1      250.328       71.782      272.432
     1588        1.036        3.748            1      253.380       90.276      275.736
     1589        0.989        3.740            1      251.656       74.165      269.562
     1590        1.019        3.736            1      252.334      109.285      270.414
     1591        0.446        3.745            1      252.650       94.443      270.560
     1592        0.395        3.781            1      254.175      103.750      275.915
     1593        0.294        3.773            1      254.178       91.609      273.923
     1594        0.253        3.765            1      255.639      101.344      281.215
     1595        0.332        3.757            1      253.565       92.962      272.952
     1596        0.255        3.755            1      253.952       76.127      274.828
     1597        0.216        3.730            1      253.205       89.890      275.717
     1598        0.190        3.740            1      253.312       63.286      278.741
     1599        0.293        3.725            1      252.045       72.256      274.316
     1600        0.194        3.719            1      255.052       77.228      278.321
     1601        0.328        3.772            1      255.196       90.058      279.108
     1602        0.228        3.734            1      254.291       82.193      278.416
     1603        0.261        3.717            1      251.352       64.763      274.462
     1604        0.209        3.771            1      254.258       69.023      274.932
     1605        0.275        3.767            1      252.715       64.993      275.241
     1606        0.247        3.723            1      251.507       67.092      276.870
     1607        0.264        3.759            1      252.967       84.065      275.769
     1608        0.188        3.716            1      254.429       74.515      281.065
     1609        0.285        3.769            1      255.003       83.260      276.745
     1610        0.207        3.743            1      253.131       80.304      275.978
     1611        0.229        3.740            1      254.561       62.959      280.045
     1612        0.279        3.724            1      252.114       69.208      271.457
     1613        0.208        3.727            1      253.780       70.113      275.846
     1614        0.142        3.752            1      255.698       64.951      277.921
     1615        0.284        3.740            1      253.828       80.656      275.947
     1616        0.580        3.737            1      250.693       93.187      270.492
     1617        0.179        3.702            1      254.871       81.217      276.419
     1618        0.197        3.758            1      253.575       82.378      277.097
     1619        0.237        3.721            1      253.583      102.332      276.101
     1620        0.363        3.748            1      251.523       98.389      272.193
     1621        0.244        3.780            1      255.018       88.371      277.230
     1622        0.275        3.754            1      253.384       88.017      277.021
     1623        0.278        3.757            1      253.884       98.368      279.310
     1624        0.228        3.723            1      252.571       87.183      274.004
     1625        0.253        3.756            1      254.339      103.403      278.255
     1626        0.261        3.751            1      252.829       99.086      274.495
     1627        0.308        3.733            1      252.877       87.764      277.669
     1628        0.273        3.729            1      251.683       97.198      273.213
     1629        0.303        3.730            1      251.315       83.062      274.622
     1630        0.286        3.743            1      254.424       75.352      279.320
     1631        0.217        3.736            1      251.731       81.884      272.575
     1632        0.228        3.720            1      251.528       90.631      272.366
     1633        0.325        3.752            1      252.846       99.971      273.097
     1634        0.191        3.733            1      252.027       60.744      275.348
     1635        0.207        3.715            1      252.366       72.504      276.192
     1636        0.355        3.736            1      251.997       76.619      271.936
     1637        0.490        3.729            1      250.228       77.721      272.292
     1638        0.319        3.767            1      252.316       93.179      272.245
     1639        0.434        3.734            1      251.725       87.635      273.946
     1640        0.271        3.696            1      251.428       78.318      282.391
     1641        0.254        3.749            1      254.570       73.152      277.999
     1642        0.305        3.761            1      253.318       84.080      276.320
     1643        0.189        3.713            1      252.086       74.980      273.083
     1644        0.153        3.729            1      256.108       82.816      280.358
     1645        0.501        3.761            1      252.611       83.211      273.542
     1646        0.862        3.751            1      254.027       90.590      276.267
     1647        0.450        3.739            1      250.272       81.694      268.948
     1648        0.356        3.769            1      253.411       72.120      274.075
     1649        0.506        3.750            1      251.880       90.596      274.070
     1650        0.531        3.782            1      252.984       88.595      269.042
     1651        0.266        3.734            1      252.902       92.168      274.431
     1652        0.311        3.765            1      254.161       91.811      275.565
     1653        0.221        3.725            1      252.931       77.514      272.613
     1654        0.247        3.707            1      252.245       88.792      272.719
     1655        0.249        3.768            1      255.444       79.385      279.323
     1656        0.267        3.780            1      254.316       81.979      273.876
     1657        0.777        3.744            1      252.557      109.378      273.381
     1658        0.378        3.750            1      252.274      106.528      275.120
     1659        0.397        3.715            1      251.820      102.155      273.626
     1660        0.641        3.790            1      254.396      109.891      274.087
     1661        0.855        3.742            1      252.713      111.156      273.257
     1662        0.391        3.728            1      251.653      100.663      272.935
     1663        0.385        3.768            1      253.079       96.345      273.548
     1664        0.441        3.760            1      252.723      111.561      275.765
     1665        0.254        3.727            1      251.743      123.049      271.161
     1666        0.260        3.725            1      253.004      113.209      275.990
     1667        0.208        3.716            1      252.341       97.670      274.744
     1668        0.854        3.741            1      252.668      114.215      272.849
     1669        0.424        3.728            1      251.639      103.861      273.325
     1670        0.295        3.736            1      251.597       95.947      273.829
     1671        0.213        3.763            1      254.631       92.777      275.058
     1672        0.213        3.742            1      253.852      112.568      276.189
     1673        0.342        3.750            1      251.849       94.180      272.792
     1674        0.184        3.731            1      251.792       75.677      275.687
     1675        0.178        3.780            1      254.743       73.519      278.086
     1676        0.188        3.696            1      250.224       78.217      275.658
     1677        0.381        3.756            1      252.077       93.788      273.284
     1678        0.237        3.767            1      255.855       98.784      280.888
     1679        0.235        3.701            1      251.649       84.926      272.687
     1680        0.215        3.718            1      252.955       88.539      274.216
     1681        0.351        3.771            1      252.855       91.787      274.880
     1682        0.324        3.745            1      251.833       95.206      271.989
     1683        0.245        3.730            1      252.224       98.788      272.525
     1684        0.313        3.743            1      254.161       77.545      273.198
     1685        0.194        3.711            1      254.531       99.927      276.444
     1686        0.340        3.716            1      251.560      103.506      271.158
     1687        0.380        3.764            1      252.972       91.433      274.675
     1688        0.275        3.761            1      253.334      101.556      275.446
     1689        0.350        3.781            1      254.761      103.139      274.876
     1690        0.331        3.733            1      251.316       84.509      271.972
     1691        0.386        3.725            1      252.399       96.092      272.351
     1692        0.542        3.716            1      249.997       93.284      269.163
     1693        0.290        3.729            1      252.521       76.711      275.926
     1694        0.274        3.722            1      252.267       83.810      270.123
     1695        0.220        3.738            1      253.042      103.412      275.876
     1696        0.400        3.752            1      252.383       98.510      271.728
     1697        0.224        3.683            1      250.534       84.097      273.979
     1698        0.406        3.734            1      252.806       90.941      273.265
     1699        0.692        3.787            1      252.267       90.517      273.870
     1700        0.535        3.746            1      251.589       82.890      270.361
     1701        0.555        3.738            1      251.932      107.191      271.689
     1702        0.771        3.722            1      252.454       91.888      273.436
     1703        0.737        3.757            1      253.690      107.676      272.201
     1704        0.373        3.775            1      252.633       67.469      274.420
     1705        1.078        3.772            1      256.013      104.755      278.666
     1706        0.644        3.761            0      252.555      100.382      268.575
     1707        0.927        3.718            1      252.963      100.428      275.886
     1708        0.918        3.781            1      252.530      109.499      273.121
     1709        0.217        3.684            1      251.156       69.482      272.481
     1710        0.605        3.740            1      252.745       93.763      272.972
     1711        0.785        3.739            1      252.540       77.195      273.180
     1712        0.880        3.765            1      252.624       90.529      272.600
     1713        0.999        3.722            1      251.887       98.403      278.086
     1714        0.909        3.733            1      251.736       99.436      273.780
     1715        0.822        3.732            1      251.896      102.304      271.718
     1716        1.138        3.740            1      253.602       82.094      275.890
     1717        1.072        3.767            1      253.538       91.792      273.784
     1718        1.042        3.764            1      253.143       85.328      276.098
     1719        1.071        3.677            1      254.042       90.435      278.169
     1720        0.973        3.738            1      252.032      120.925      275.480
     1721        0.793        3.752            1      253.414       88.528      277.588
     1722        0.885        3.728            1      252.815       82.283      274.496
     1723        0.232        3.733            1      252.263       56.291      271.391
     1724        0.219        3.704            1      252.680       77.318      274.292
     1725        0.280        3.719            1      252.750       75.639      277.855
     1726        0.412        3.749            1      252.383       95.282      273.979
     1727        0.340        3.747            1      254.269       95.994      276.551
     1728        0.513        3.757            1      251.748       86.944      272.222
     1729        0.327        3.772            1      252.785       94.885      275.513
     1730        0.653        3.759            1      252.197      108.961      272.147
     1731        0.905        3.740            1      251.881       99.002      270.426
     1732        0.886        3.729            1      252.258       94.265      278.673
     1733        0.820        3.732            1      251.917       98.245      275.688
     1734        0.897        3.748            1      252.252       95.851      278.146
     1735        1.022        3.740            1      253.611      101.905      276.672
     1736        0.941        3.711            1      252.012      113.598      278.002
     1737        0.888        3.719            1      250.887      109.338      273.368
     1738        0.886        3.770            1      252.619       78.635      273.068
     1739        0.908        3.772            1      254.333       75.760      272.192
     1740        0.875        3.739            1      252.273       87.191      270.470
     1741        0.879        3.754            1      251.218       99.090      270.842
     1742        0.830        3.785            1      253.609      115.649      275.430
     1743        0.816        3.735            1      252.560      102.084      275.745
     1744        0.935        3.735            1      252.671       86.263      277.915
     1745        1.081        3.751            1      252.706      106.078      271.884
     1746        0.946        3.743            1      254.574      120.298      279.166
     1747        0.991        3.738            1      253.675       98.825      279.883
     1748        1.033        3.773            1      253.793      101.426      277.012
     1749        0.962        3.718            1      252.807      100.756      271.927
     1750        0.810        3.703            1      252.417       95.915      278.099
     1751        0.847        3.716            1      252.424      101.099      274.355
     1752        0.698        3.745            1      251.622       93.067      276.105
     1753        0.836        3.748            1      252.105       84.174      274.641
     1754        0.806        3.785            1      253.362       73.490      271.472
     1755        0.963        3.742            1      254.472      116.703      281.048
     1756        0.936        3.744            1      253.777       90.566      274.972
     1757        0.942        3.739            1      252.959       94.194      273.865
     1758        0.902        3.770            1      250.908      102.037      270.171
     1759        0.900        3.746            1      251.381       75.769      270.389
     1760        0.842        3.707            1      251.777       72.980      271.993
     1761        1.052        3.730            1      252.115       78.352      274.761
     1762        0.757        3.756            1      251.619       86.549      271.674
     1763        0.869        3.736            1      253.223       73.775      272.933
     1764        1.000        3.725            1      251.518       77.689      274.664
     1765        0.593        3.738            1      253.968       82.485      276.891
     1766        0.634        3.765            1      252.290       81.898      273.022
     1767        0.859        3.722            1      253.202       95.435      278.832
     1768        0.790        3.733            1      252.402       86.115      276.254
     1769        0.860        3.703            1      250.388       80.088      273.901
     1770        0.880        3.725            1      252.871       98.088      275.956
     1771        0.951        3.712            1      250.925       92.145      272.475
     1772        0.899        3.727            1      253.006       95.230      274.223
     1773        0.774        3.739            1      252.806       75.617      275.557
     1774        0.815        3.780            1      254.703       88.210      276.193
     1775        0.855        3.728            1      252.213       79.986      274.295
     1776        0.902        3.745            1      254.001       61.042      280.092
     1777        0.802        3.736            1      252.392       76.554      275.147
     1778        0.369        3.750            1      252.421       90.989      276.042
     1779        0.202        3.728            1      253.281       80.293      275.102
     1780        0.382        3.789            1      254.487       92.778      275.265
     1781        0.420        3.739            1      252.729       94.655      275.528
     1782        0.224        3.731            1      252.733       84.037      273.085
     1783        0.664        3.768            1      253.383      104.119      272.520
     1784        0.233        3.749            1      252.910       84.796      276.414
     1785        0.229        3.752            1      252.952       78.824      275.074
     1786        0.283        3.746            1      251.916       71.030      273.929
     1787        0.376        3.758            1      250.796       72.738      273.031
     1788        0.289        3.778            1      254.308       90.080      280.536
     1789        0.321        3.770            1      253.851       91.741      277.587
     1790        0.256        3.746            1      253.681       82.475      276.627
     1791        0.336        3.723            1      252.115       94.567      272.736
     1792        0.252        3.691            1      252.380      117.936      274.614
     1793        0.266        3.741            1      254.154      115.995      276.562
     1794        0.243        3.707            1      253.987      100.799      275.615
     1795        0.392        3.717            1      252.753      117.832      276.397
     1796        0.195        3.771            1      255.002       87.843      281.951
     1797        0.380        3.765            1      254.400       87.385      276.795
     1798        0.975        3.762            1      253.849      107.950      274.232
     1799        1.036        3.730            1      252.220      147.682      274.610
     1800        1.005        3.730            1      252.919      116.072      271.540
     1801        1.038        3.722            1      251.258      101.995      269.413
     1802        1.075        3.731            1      253.275      109.246      276.816
     1803        1.052        3.769            1      253.704      102.828      274.186
     1804        0.966        3.709            1      250.353      102.340      274.171
     1805        1.096        3.716            1      251.758      106.863      272.140
     1806        0.894        3.740            1      253.119      104.261      277.606
     1807        0.492        3.777            1      253.238      112.728      274.568
     1808        0.813        3.729            1      252.026       97.874      274.304
     1809        0.883        3.758            1      252.585       88.497      274.071
     1810        0.870        3.741            1      253.625       99.365      278.070
     1811        0.213        3.765            1      255.578       83.293      278.918
     1812        0.598        3.748            1      253.006      100.303      277.721
     1813        0.959        3.730            1      253.080       93.132      275.426
     1814        1.024        3.683            1      249.675       88.358      274.295
     1815        0.971        3.723            1      253.169      110.635      276.833
     1816        1.034        3.731            1      254.222       98.916      280.186
     1817        0.474        3.704            1      250.345       73.270      273.220
     1818        0.908        3.768            1      253.809      101.196      273.282
     1819        0.838        3.737            1      252.966      108.696      273.786
     1820        0.652        3.732            1      252.361       95.996      272.124
     1821        0.207        3.708            1      251.742       98.388      275.484
     1822        0.187        3.706            1      253.389       91.254      279.480
     1823        0.203        3.714            1      252.947       73.651      278.988
     1824        0.136        3.710            1      254.751       86.157      275.990
     1825        0.182        3.710            1      251.918       78.331      273.571
     1826        0.191        3.779            1      255.691       88.222      280.732
     1827        0.200        3.715            1      253.065       73.546      274.724
     1828        0.311        3.710            1      251.614       96.608      272.767
     1829        0.205        3.747            1      252.011       95.141      274.047
     1830        0.250        3.743            1      252.959      102.321      275.973
     1831        0.225        3.711            1      250.130      105.600      272.253
     1832        0.264        3.722            1      251.496       85.670      275.588
     1833        0.173        3.713            1      252.794       91.949      276.379
     1834        0.191        3.733            1      252.491       78.293      275.803
     1835        0.272        3.738            1      254.276       96.031      273.688
     1836        0.387        3.747            1      251.706       98.225      272.838
     1837        0.216        3.705            1      252.669       85.897      274.760
     1838        0.385        3.730            1      252.117       93.656      273.524
     1839        0.438        3.739            1      254.346       86.504      280.399
     1840        0.376        3.750            1      251.021       86.493      271.411
     1841        0.235        3.714            1      253.959       82.743      276.857
     1842        0.356        3.760            1      253.210       89.425      274.646
     1843        0.112        3.741            1      255.023       97.149      280.133
     1844        0.459        3.767            1      252.725      106.158      273.161
     1845        0.148        3.709            1      253.245       78.568      274.962
     1846        0.175        3.731            1      254.494       92.632      278.870
     1847        0.167        3.708            1      253.453       88.365      274.943
     1848        0.664        3.744            1      253.130       82.461      275.830
     1849        1.008        3.729            1      253.489      114.740      281.663
     1850        0.600        3.753            1      252.035      111.914      274.899
     1851        0.742        3.771            1      252.304      104.084      271.787
     1852        0.913        3.729            1      250.482      103.061      271.916
     1853        0.818        3.730            1      252.913       74.768      273.979
     1854        0.961        3.780            1      253.072       64.049      272.718
     1855        0.758        3.732            1      252.135       62.352      275.791
     1856        0.959        3.760            1      254.008       82.637      272.803
     1857        0.956        3.715            1      251.153       60.078      276.380
     1858        1.029        3.755            1      253.778       83.741      275.020
     1859        0.861        3.765            1      252.181       74.738      269.300
     1860        1.043        3.729            1      252.978       83.375      277.117
     1861        0.991        3.743            1      253.555       93.208      278.158
     1862        0.875        3.735            1      252.120      110.068      276.320
     1863        1.085        3.809            1      255.416      102.376      277.992
     1864        0.964        3.729            1      253.257      104.442      276.083
     1865        1.071        3.730            1      253.755       98.709      277.740
     1866        0.943        3.735            1      252.286       93.142      270.816
     1867        1.049        3.759            1      252.876       79.157      274.565
     1868        0.847        3.742            1      252.606      103.222      277.004
     1869        0.997        3.741            1      253.012       91.737      275.107
     1870        0.982        3.734            1      253.769       91.988      278.028
     1871        0.998        3.706            1      252.666      107.067      277.443
     1872        1.147        3.699            1      251.469       92.838      277.714
     1873        0.947        3.785            1      254.020       91.421      277.250
     1874        0.896        3.738            1      254.244      105.034      276.639
     1875        0.930        3.734            1      251.442      101.436      271.204
     1876        1.022        3.760            1      253.475       97.295      273.186
     1877        0.909        3.749            1      251.916       92.706      275.645
     1878        0.814        3.718            1      252.329      101.393      274.836
     1879        0.915        3.770            1      253.691       85.389      274.440
     1880        0.978        3.761            1      253.579       93.231      276.732
     1881        1.035        3.766            1      253.917      106.792      274.578
     1882        1.024        3.747            1      252.369       84.656      274.819
     1883        1.046        3.737            1      254.550      119.381      277.865
     1884        0.920        3.743            1      251.381      126.806      271.901
     1885        0.832        3.728            1      252.052      102.232      274.499
     1886        0.793        3.766            1      254.291      114.928      278.099
     1887        0.830        3.740            1      252.602      118.327      273.347
     1888        0.971        3.761            1      253.389      116.221      277.435
     1889        1.045        3.795            0      255.096      112.062      278.055
     1890        0.970        3.758            1      253.952      118.284      272.980
     1891        0.964        3.762            1      253.336      116.196      273.171
     1892        0.870        3.747            1      252.698      109.961      278.309
     1893        0.852        3.705            1      251.885       80.747      275.746
     1894        0.992        3.691            1      250.803       84.668      275.119
     1895        0.875        3.730            1      251.834      111.763      279.193
     1896        0.956        3.757            1      252.142       92.282      273.270
     1897        0.999        3.730            1      253.672       81.110      272.853
     1898        1.002        3.766            1      253.166       93.174      274.548
     1899        0.999        3.704            1      251.275      103.306      273.921
     1900        0.938        3.756            1      253.889       85.814      274.365
     1901        0.856        3.748            1      251.526       74.680      277.910
     1902        1.019        3.719            1      252.216       74.586      272.791
     1903        0.946        3.764            1      254.162       72.123      274.635
     1904        0.642        3.764            1      254.197       62.573      277.960
     1905        0.502        3.762            1      253.585       76.974      272.912
     1906        0.559        3.687            1      250.954       74.854      272.118
     1907        0.553        3.785            1      254.220       74.785      274.554
     1908        0.474        3.760            1      253.215       75.137      273.494
     1909        0.374        3.755            1      253.699       93.733      273.092
     1910        0.463        3.746            1      252.607       80.452      275.417
     1911        0.338        3.744            1      254.232      106.220      273.452
     1912        0.339        3.753            1      252.883       87.115      274.944
     1913        0.241        3.687            1      251.075       71.556      271.322
     1914        0.306        3.747            1      252.461       93.514      273.248
     1915        0.155        3.739            1      252.680       85.151      277.240
     1916        0.369        3.775            1      253.682      101.821      272.490
     1917        0.280        3.739            1      251.891       83.653      274.387
     1918        0.322        3.742            1      252.702       96.579      272.466
     1919        0.492        3.770            1      252.307       68.323      273.877
     1920        0.327        3.766            1      252.539       99.873      275.088
     1921        0.296        3.737            1      253.674      100.280      280.460
     1922        0.225        3.731            1      252.171       84.577      277.516
     1923        0.355        3.694            1      252.467       94.678      276.783
     1924        0.308        3.772            1      253.276       84.292      270.776
     1925        0.302        3.755            1      252.876       93.196      276.130
     1926        0.465        3.745            1      253.099      101.963      272.610
     1927        0.242        3.728            1      252.917       93.159      277.108
     1928        0.319        3.697            1      252.008       70.701      275.818
     1929        0.490        3.755            1      253.292       81.847      275.871
     1930        0.488        3.771            1      252.665       60.422      272.576
     1931        0.270        3.732            1      252.394       75.601      273.481
     1932        0.356        3.762            1      254.089       66.777      277.695
     1933        0.272        3.746            1      254.460       76.691      277.525
     1934        0.192        3.712            1      252.912       92.558      274.340
     1935        0.288        3.754            1      253.170       88.785      277.084
     1936        0.291        3.748            1      252.416       75.238      274.183
     1937        0.210        3.740            1      253.410       83.630      275.098
     1938        0.257        3.774            1      253.925       74.893      274.998
     1939        0.297        3.777            1      254.196       89.938      276.441
     1940        0.184        3.739            1      251.723       62.762      275.272
     1941        0.280        3.714            0      254.059       99.543      276.578
     1942        0.331        3.735            1      251.620       88.925      271.429
     1943        0.290        3.726            1      251.586       93.137      273.883
     1944        0.121        3.703            1      254.173       71.225      279.184
     1945        0.149        3.724            1      253.952       76.099      279.594
     1946        0.154        3.712            1      253.973       92.567      277.528
     1947        0.358        3.712            1      251.914       64.936      272.483
     1948        1.042        3.754            1      252.907       87.027      275.452
     1949        1.000        3.751            1      253.740       99.627      274.272
     1950        0.977        3.736            1      252.850       94.166      272.272
     1951        0.959        3.759            1      254.511       64.562      275.362
     1952        1.046        3.747            1      253.922       83.278      275.834
     1953        0.925        3.763            1      253.281       75.998      276.510
     1954        1.003        3.719            1      252.921       93.997      277.693
     1955        0.867        3.734            1      251.754       88.506      271.778
     1956        1.057        3.746            1      253.200       79.384      275.409
     1957        0.971        3.733            1      250.916       90.113      271.825
     1958        0.945        3.716            1      252.457       86.372      273.831
     1959        0.861        3.795            1      253.288       93.244      273.883
     1960        0.916        3.730            1      253.046       78.442      275.853
     1961        1.014        3.732            1      253.209       85.857      275.075
     1962        0.891        3.730            1      251.311      102.422      271.734
     1963        1.070        3.723            1      253.809       95.726      273.991
     1964        1.021        3.746            1      252.643      106.399      274.826
     1965        1.016        3.741            1      252.908      113.597      274.953
     1966        0.857        3.769            1      253.601      115.326      273.293
     1967        0.895        3.751            1      253.344      102.762      271.789
     1968        1.001        3.771            1      253.900      102.867      270.416
     1969        0.983        3.720            1      253.086       94.927      274.908
     1970        0.973        3.739            1      252.334      110.811      276.314
     1971        0.928        3.738            1      251.363       96.796      272.413
     1972        0.961        3.762            1      253.191      100.832      274.246
     1973        0.869        3.729            1      252.144       63.067      275.331
     1974        1.065        3.736            1      255.028       70.858      279.075
     1975        1.082        3.709            1      252.350       80.238      273.688
     1976        0.961        3.741            1      252.861       96.742      275.206
     1977        1.045        3.745            1      252.183       93.638      272.322
     1978        0.791        3.721            1      249.412      105.985      269.773
     1979        0.960        3.752            1      254.535       78.306      278.858
     1980        0.868        3.771            1      252.869       82.359      274.092
     1981        0.899        3.674            1      250.868       95.327      273.882
     1982        0.907        3.752            1      251.442       79.905      270.670
     1983        0.951        3.721            1      252.695       79.690      276.896
     1984        0.974        3.764            1      254.878      123.335      275.722
     1985        1.033        3.736            1      251.524       85.080      278.519
     1986        1.101        3.724            1      252.749       84.839      276.409
     1987        1.013        3.743            1      252.235       90.128      275.052
     1988        0.865        3.724            1      251.796       87.778      272.582
     1989        1.031        3.747            1      254.112       98.374      275.779
     1990        0.990        3.768            1      254.793       94.354      278.596
     1991        0.807        3.727            1      252.496      102.490      277.037
     1992        0.948        3.739            1      253.225       91.170      274.411
     1993        0.949        3.760            1      253.576       92.125      276.472
     1994        1.098        3.707            1      252.242       77.238      272.846
